State	Location	% Change in Mortality Rate, 1980-2014
Iowa	Story County	1272.83
Iowa	Sioux County	389.63
Iowa	Shelby County	884.39
Iowa	Scott County	1564.04
Iowa	Sac County	780.42
Iowa	Ringgold County	1276.28
Iowa	Poweshiek County	1303.19
Iowa	Pottawattamie County	1433.76
Iowa	Polk County	1403.22
Iowa	Pocahontas County	626
Iowa	Plymouth County	718.64
Iowa	Palo Alto County	700.35
Iowa	Page County	1042.31
Iowa	Osceola County	481.75
Iowa	O'Brien County	530.62
Iowa	Muscatine County	962.73
Iowa	Montgomery County	1523.93
Iowa	Monroe County	1314.83
Iowa	Monona County	1238.04
Iowa	Mitchell County	683.36
Iowa	Mills County	1240.52
Iowa	Marshall County	1359
Iowa	Marion County	1344.48
Iowa	Mahaska County	937.04
Iowa	Madison County	1205.41
Iowa	Lyon County	628.26
Iowa	Lucas County	1227.97
Iowa	Louisa County	1161.3
Iowa	Linn County	1207.56
Iowa	Lee County	1419.37
Iowa	Kossuth County	562.02
Iowa	Keokuk County	896.56
Iowa	Jones County	797.66
Iowa	Johnson County	1169.39
Iowa	Jefferson County	1118.59
Iowa	Jasper County	1280.6
Iowa	Jackson County	1167.06
Iowa	Iowa County	990.17
Iowa	Ida County	776.59
Iowa	Humboldt County	696.08
Iowa	Howard County	766.79
Iowa	Henry County	963.73
Iowa	Harrison County	1176.7
Iowa	Hardin County	865.47
Iowa	Hancock County	702.55
Iowa	Hamilton County	999.64
Iowa	Guthrie County	753.51
Iowa	Grundy County	994.88
Iowa	Greene County	1090.95
Iowa	Fremont County	1052.77
Iowa	Franklin County	767.27
Iowa	Floyd County	812.51
Iowa	Fayette County	841.97
Iowa	Emmet County	640.42
Iowa	Dubuque County	967.39
Iowa	Dickinson County	654.86
Iowa	Des Moines County	1339.8
Iowa	Delaware County	798.55
Iowa	Decatur County	1360.65
Iowa	Davis County	1061.57
Iowa	Dallas County	1029.11
Iowa	Crawford County	875.02
Iowa	Clinton County	772.4
Iowa	Clayton County	897.91
Iowa	Clay County	600.33
Iowa	Clarke County	1545.04
Iowa	Chickasaw County	687.17
Iowa	Cherokee County	694.79
Iowa	Cerro Gordo County	1294.78
Iowa	Cedar County	1019.06
Iowa	Cass County	992.45
Iowa	Carroll County	887.71
Iowa	Calhoun County	704.2
Iowa	Butler County	786.18
Iowa	Buena Vista County	582.02
Iowa	Buchanan County	887.83
Iowa	Bremer County	728.06
Iowa	Boone County	1337.54
Iowa	Black Hawk County	990.71
Iowa	Benton County	694.08
Iowa	Audubon County	812.35
Iowa	Appanoose County	1532.78
Iowa	Allamakee County	870.1
Iowa	Adams County	1245.25
Iowa	Adair County	1079.57
Kansas	Wyandotte County	875.3
Kansas	Woodson County	2190.09
Kansas	Wilson County	2339.39
Kansas	Wichita County	989.32
Kansas	Washington County	780.08
Kansas	Wallace County	855.98
Kansas	Wabaunsee County	1303.57
Kansas	Trego County	971.67
Kansas	Thomas County	914.12
Kansas	Sumner County	2024.25
Kansas	Stevens County	951.33
Kansas	Stanton County	954.09
Kansas	Stafford County	1344.33
Kansas	Smith County	855.63
Kansas	Sherman County	736.64
Kansas	Sheridan County	758.13
Kansas	Shawnee County	1419.09
Kansas	Seward County	939.92
Kansas	Sedgwick County	1895.57
Kansas	Scott County	982
Kansas	Saline County	1261.06
Kansas	Russell County	961.49
Kansas	Rush County	904.46
Kansas	Rooks County	857.49
Kansas	Riley County	836.95
Kansas	Rice County	1269.26
Kansas	Republic County	905.48
Kansas	Reno County	1629.3
Kansas	Rawlins County	556.16
Kansas	Pratt County	1637.45
Kansas	Pottawatomie County	983.58
Kansas	Phillips County	817.53
Kansas	Pawnee County	1089.78
Kansas	Ottawa County	1110.68
Kansas	Osborne County	879.01
Kansas	Osage County	1599.59
Kansas	Norton County	819.22
Kansas	Ness County	837.88
Kansas	Neosho County	1916.2
Kansas	Nemaha County	834.34
Kansas	Morton County	1398.1
Kansas	Morris County	1235.3
Kansas	Montgomery County	1681.61
Kansas	Mitchell County	932.83
Kansas	Miami County	1905.2
Kansas	Meade County	848.03
Kansas	McPherson County	1364.1
Kansas	Marshall County	696.73
Kansas	Marion County	1325.37
Kansas	Lyon County	1101.49
Kansas	Logan County	1041.9
Kansas	Linn County	1984.85
Kansas	Lincoln County	1028.09
Kansas	Leavenworth County	1325.28
Kansas	Lane County	853.36
Kansas	Labette County	2174.81
Kansas	Kiowa County	1258.34
Kansas	Kingman County	1710.22
Kansas	Kearny County	1017.93
Kansas	Johnson County	1065.3
Kansas	Jewell County	870.86
Kansas	Jefferson County	1226.99
Kansas	Jackson County	963.99
Kansas	Hodgeman County	843.52
Kansas	Haskell County	831.41
Kansas	Harvey County	1503.92
Kansas	Harper County	2123.38
Kansas	Hamilton County	1219.02
Kansas	Greenwood County	2224.12
Kansas	Greeley County	1135.95
Kansas	Gray County	905.98
Kansas	Grant County	827.04
Kansas	Graham County	961.12
Kansas	Gove County	891.49
Kansas	Geary County	1366.79
Kansas	Franklin County	1786.99
Kansas	Ford County	730.92
Kansas	Finney County	1038.75
Kansas	Ellsworth County	1072.56
Kansas	Ellis County	860.15
Kansas	Elk County	2105.19
Kansas	Edwards County	1072.48
Kansas	Douglas County	1410.39
Kansas	Doniphan County	1033.41
Kansas	Dickinson County	1281.68
Kansas	Decatur County	879.75
Kansas	Crawford County	1852.63
Kansas	Cowley County	1994.75
Kansas	Comanche County	1727.92
Kansas	Coffey County	2000.2
Kansas	Cloud County	1021.84
Kansas	Clay County	1074.36
Kansas	Clark County	1423.58
Kansas	Cheyenne County	635.12
Kansas	Cherokee County	2441.6
Kansas	Chautauqua County	2304.48
Kansas	Chase County	1459.6
Kansas	Butler County	2025.57
Kansas	Brown County	1308.29
Kansas	Bourbon County	2057.04
Kansas	Barton County	1002.19
Kansas	Barber County	1707.58
Kansas	Atchison County	1300.48
Kansas	Anderson County	1691.48
Kansas	Allen County	1900.09
Kentucky	Woodford County	2714.67
Kentucky	Wolfe County	5751.31
Kentucky	Whitley County	3915.22
Kentucky	Webster County	2016.81
Kentucky	Wayne County	2290.57
Kentucky	Washington County	2334.18
Kentucky	Warren County	1881.57
Kentucky	Union County	2895.77
Kentucky	Trimble County	3597.48
Kentucky	Trigg County	2484.19
Kentucky	Todd County	2024.14
Kentucky	Taylor County	2477
Kentucky	Spencer County	2571.15
Kentucky	Simpson County	1950.94
Kentucky	Shelby County	2079.27
Kentucky	Scott County	2731.71
Kentucky	Russell County	2878.26
Kentucky	Rowan County	3690.13
Kentucky	Rockcastle County	3204.3
Kentucky	Robertson County	4847.42
Kentucky	Pulaski County	2513.9
Kentucky	Powell County	5898.67
Kentucky	Pike County	4363.73
Kentucky	Perry County	4927.27
Kentucky	Pendleton County	5000.13
Kentucky	Owsley County	5148.81
Kentucky	Owen County	4731.34
Kentucky	Oldham County	2573.53
Kentucky	Ohio County	2356.55
Kentucky	Nicholas County	5118.1
Kentucky	Nelson County	2677.25
Kentucky	Muhlenberg County	2620.5
Kentucky	Morgan County	3202.18
Kentucky	Montgomery County	4033.97
Kentucky	Monroe County	2477.98
Kentucky	Metcalfe County	1855.28
Kentucky	Mercer County	2846.47
Kentucky	Menifee County	4130.73
Kentucky	Meade County	2752.03
Kentucky	McLean County	2071.7
Kentucky	McCreary County	2236.35
Kentucky	McCracken County	2311.65
Kentucky	Mason County	4223.96
Kentucky	Martin County	4949.01
Kentucky	Marshall County	3332.47
Kentucky	Marion County	2408.76
Kentucky	Magoffin County	4401.01
Kentucky	Madison County	3233.5
Kentucky	Lyon County	2664.07
Kentucky	Logan County	2000.33
Kentucky	Livingston County	2876.66
Kentucky	Lincoln County	2544.81
Kentucky	Lewis County	3567.8
Kentucky	Letcher County	3988.93
Kentucky	Leslie County	5466.91
Kentucky	Lee County	5623.7
Kentucky	Lawrence County	3611.24
Kentucky	Laurel County	3104.36
Kentucky	Larue County	2248.43
Kentucky	Knox County	3295.26
Kentucky	Knott County	5183.25
Kentucky	Kenton County	2989.91
Kentucky	Johnson County	3835.4
Kentucky	Jessamine County	2525.06
Kentucky	Jefferson County	1629.3
Kentucky	Jackson County	2719.19
Kentucky	Hopkins County	2490.32
Kentucky	Hickman County	1472.69
Kentucky	Henry County	3282.82
Kentucky	Henderson County	1863.85
Kentucky	Hart County	1960.3
Kentucky	Harrison County	4433.42
Kentucky	Harlan County	3777.5
Kentucky	Hardin County	2629.38
Kentucky	Hancock County	1761.25
Kentucky	Greenup County	4057.19
Kentucky	Green County	1787.57
Kentucky	Grayson County	2895.09
Kentucky	Graves County	2045.23
Kentucky	Grant County	5192.98
Kentucky	Garrard County	3538.46
Kentucky	Gallatin County	5770.03
Kentucky	Fulton County	1227.19
Kentucky	Franklin County	2902.91
Kentucky	Floyd County	4729.91
Kentucky	Fleming County	4365.87
Kentucky	Fayette County	2561.14
Kentucky	Estill County	5181.74
Kentucky	Elliott County	3200.41
Kentucky	Edmonson County	1611.25
Kentucky	Daviess County	1781.4
Kentucky	Cumberland County	2585.02
Kentucky	Crittenden County	2280.59
Kentucky	Clinton County	2838.43
Kentucky	Clay County	3979.08
Kentucky	Clark County	4891.09
Kentucky	Christian County	1737.72
Kentucky	Casey County	2442.14
Kentucky	Carter County	3227.48
Kentucky	Carroll County	5256.84
Kentucky	Carlisle County	1569.26
Kentucky	Campbell County	4520.28
Kentucky	Calloway County	2134.47
Kentucky	Caldwell County	2178.8
Kentucky	Butler County	2099.27
Kentucky	Bullitt County	3378.54
Kentucky	Breckinridge County	1966.52
Kentucky	Breathitt County	4950.12
Kentucky	Bracken County	4200.18
Kentucky	Boyle County	2151.54
Kentucky	Boyd County	2811.95
Kentucky	Bourbon County	3297.08
Kentucky	Boone County	4256.75
Kentucky	Bell County	2503.83
Kentucky	Bath County	4210.06
Kentucky	Barren County	1717.93
Kentucky	Ballard County	1428.76
Kentucky	Anderson County	3021.31
Kentucky	Allen County	1664.99
Kentucky	Adair County	2088.94
Louisiana	Winn Parish	1148.19
Louisiana	West Feliciana Parish	1511.61
Louisiana	West Carroll Parish	762.64
Louisiana	West Baton Rouge Parish	1683.27
Louisiana	Webster Parish	1025.87
Louisiana	Washington Parish	2339.68
Louisiana	Vernon Parish	1396.89
Louisiana	Vermilion Parish	1424.02
Louisiana	Union Parish	1008.33
Louisiana	Terrebonne Parish	2366.97
Louisiana	Tensas Parish	895.07
Louisiana	Tangipahoa Parish	2096.26
Louisiana	Saint Tammany Parish	2387.23
Louisiana	Saint Mary Parish	2437.85
Louisiana	Saint Martin Parish	1768.91
Louisiana	Saint Landry Parish	1627.82
Louisiana	Saint John the Baptist Parish	2656.91
Louisiana	Saint James Parish	1588.15
Louisiana	Saint Helena Parish	2809.32
Louisiana	Saint Charles Parish	2353.35
Louisiana	Saint Bernard Parish	1372.74
Louisiana	Sabine Parish	1123.59
Louisiana	Richland Parish	858.33
Louisiana	Red River Parish	971.27
Louisiana	Rapides Parish	1209.66
Louisiana	Pointe Coupee Parish	1430.64
Louisiana	Plaquemines Parish	2340.48
Louisiana	Ouachita Parish	1369.25
Louisiana	Orleans Parish	1156.39
Louisiana	Natchitoches Parish	1179.14
Louisiana	Morehouse Parish	1173.44
Louisiana	Madison Parish	985.01
Louisiana	Livingston Parish	3084.34
Louisiana	Lincoln Parish	1009.2
Louisiana	LaSalle Parish	1603.08
Louisiana	Lafourche Parish	2749.51
Louisiana	Lafayette Parish	1907.11
Louisiana	Jefferson Parish	2172.94
Louisiana	Jefferson Davis Parish	1212.6
Louisiana	Jackson Parish	1077.39
Louisiana	Iberville Parish	1578.42
Louisiana	Iberia Parish	2084.51
Louisiana	Grant Parish	1077.1
Louisiana	Franklin Parish	1095.27
Louisiana	Evangeline Parish	939.6
Louisiana	East Feliciana Parish	1851
Louisiana	East Carroll Parish	1108.92
Louisiana	East Baton Rouge Parish	1552.74
Louisiana	De Soto Parish	1234.84
Louisiana	Concordia Parish	1659.79
Louisiana	Claiborne Parish	978.92
Louisiana	Catahoula Parish	1672.14
Louisiana	Cameron Parish	1040.38
Louisiana	Caldwell Parish	1624.19
Louisiana	Calcasieu Parish	581.11
Louisiana	Caddo Parish	798.1
Louisiana	Bossier Parish	945.64
Louisiana	Bienville Parish	1365.06
Louisiana	Beauregard Parish	1462.68
Louisiana	Avoyelles Parish	1852.88
Louisiana	Assumption Parish	1618.59
Louisiana	Ascension Parish	1782.28
Louisiana	Allen Parish	1066.57
Louisiana	Acadia Parish	1033.51
Maine	York County	1492.21
Maine	Washington County	1665.25
Maine	Waldo County	1112.13
Maine	Somerset County	1606.3
Maine	Sagadahoc County	1064.74
Maine	Piscataquis County	1312.93
Maine	Penobscot County	1388.81
Maine	Oxford County	1342.15
Maine	Lincoln County	1098.66
Maine	Knox County	1065.67
Maine	Kennebec County	1212.08
Maine	Hancock County	1272.87
Maine	Franklin County	1419.59
Maine	Cumberland County	1020.95
Maine	Aroostook County	1264.29
Maine	Androscoggin County	1580.44
Maryland	Worcester County	920.11
Maryland	Wicomico County	901.31
Maryland	Washington County	1206.65
Maryland	Talbot County	758.82
Maryland	Somerset County	952.63
Maryland	Saint Mary's County	854.11
Maryland	Queen Anne's County	972.97
Maryland	Prince George's County	200.83
Maryland	Montgomery County	200.83
Maryland	Kent County	1049.71
Maryland	Howard County	385.4
Maryland	Harford County	801.69
Maryland	Garrett County	1422.37
Maryland	Frederick County	824.49
Maryland	Dorchester County	1052.3
Maryland	Charles County	718.12
Maryland	Cecil County	1352.9
Maryland	Carroll County	1127.56
Maryland	Caroline County	1314.54
Maryland	Calvert County	1008.57
Maryland	Baltimore County	716.54
Maryland	Baltimore City	235.91
Maryland	Anne Arundel County	748.1
Maryland	Allegany County	1775.99
Massachusetts	Worcester County	2246.04
Massachusetts	Suffolk County	1288.09
Massachusetts	Plymouth County	3239.22
Massachusetts	Norfolk County	2925.7
Massachusetts	Nantucket County	1856.68
Massachusetts	Middlesex County	2353.66
Massachusetts	Hampshire County	2603.49
Massachusetts	Hampden County	1850
Massachusetts	Franklin County	2449.5
Massachusetts	Essex County	2481.04
Massachusetts	Dukes County	2594.9
Massachusetts	Bristol County	3065.51
Massachusetts	Berkshire County	1912.92
Massachusetts	Barnstable County	3575.67
Michigan	Wexford County	1970.12
Michigan	Wayne County	248.78
Michigan	Washtenaw County	1008.53
Michigan	Van Buren County	1711.93
Michigan	Tuscola County	798.63
Michigan	Shiawassee County	1588.5
Michigan	Schoolcraft County	1631.95
Michigan	Sanilac County	1140.79
Michigan	Saint Joseph County	1537.5
Michigan	Saint Clair County	2593.39
Michigan	Saginaw County	448.36
Michigan	Roscommon County	1775.51
Michigan	Presque Isle County	1749.56
Michigan	Ottawa County	1001.55
Michigan	Otsego County	1777.67
Michigan	Oscoda County	1840.48
Michigan	Osceola County	1434.88
Michigan	Ontonagon County	1459.88
Michigan	Ogemaw County	1678.42
Michigan	Oceana County	1665.63
Michigan	Oakland County	758.06
Michigan	Newaygo County	1555.61
Michigan	Muskegon County	2086.9
Michigan	Montmorency County	1675.61
Michigan	Montcalm County	1437.76
Michigan	Monroe County	1709.04
Michigan	Missaukee County	1535.19
Michigan	Midland County	820.54
Michigan	Menominee County	1390.59
Michigan	Mecosta County	1172.49
Michigan	Mason County	1538.68
Michigan	Marquette County	1633.87
Michigan	Manistee County	1920.86
Michigan	Macomb County	922.67
Michigan	Mackinac County	1408.79
Michigan	Luce County	1424.17
Michigan	Livingston County	1721.92
Michigan	Lenawee County	1751.15
Michigan	Leelanau County	1234.06
Michigan	Lapeer County	1331.44
Michigan	Lake County	1713
Michigan	Keweenaw County	912.26
Michigan	Kent County	1274.02
Michigan	Kalkaska County	1900.62
Michigan	Kalamazoo County	1588.39
Michigan	Jackson County	2095.77
Michigan	Isabella County	1197.73
Michigan	Iron County	1534.81
Michigan	Iosco County	1248.25
Michigan	Ionia County	1989.86
Michigan	Ingham County	1751.11
Michigan	Huron County	1031.8
Michigan	Houghton County	1075.51
Michigan	Hillsdale County	1684.39
Michigan	Gratiot County	821.62
Michigan	Grand Traverse County	1543.99
Michigan	Gogebic County	1056.54
Michigan	Gladwin County	1439.1
Michigan	Genesee County	1418.13
Michigan	Emmet County	1048.51
Michigan	Eaton County	1669.45
Michigan	Dickinson County	1394.99
Michigan	Delta County	1277.51
Michigan	Crawford County	1801.68
Michigan	Clinton County	1402.95
Michigan	Clare County	1600.8
Michigan	Chippewa County	1939.55
Michigan	Cheboygan County	1787.82
Michigan	Charlevoix County	1170.75
Michigan	Cass County	1520.08
Michigan	Calhoun County	1948.62
Michigan	Branch County	1908.33
Michigan	Berrien County	1638.72
Michigan	Benzie County	1967.78
Michigan	Bay County	701.16
Michigan	Barry County	1487.26
Michigan	Baraga County	1556.88
Michigan	Arenac County	1327.55
Michigan	Antrim County	1599.81
Michigan	Alpena County	1616.13
Michigan	Allegan County	1923.18
Michigan	Alger County	1227.49
Michigan	Alcona County	1258.61
Minnesota	Yellow Medicine County	648.54
Minnesota	Wright County	1024.33
Minnesota	Winona County	1481.25
Minnesota	Wilkin County	1149.68
Minnesota	Watonwan County	452.82
Minnesota	Washington County	1212.1
Minnesota	Waseca County	597.49
Minnesota	Wadena County	924.18
Minnesota	Wabasha County	890.44
Minnesota	Traverse County	769.3
Minnesota	Todd County	918.1
Minnesota	Swift County	585.82
Minnesota	Stevens County	655.09
Minnesota	Steele County	832.38
Minnesota	Stearns County	1314.56
Minnesota	Sibley County	626.37
Minnesota	Sherburne County	1486.22
Minnesota	Scott County	687.59
Minnesota	Saint Louis County	1642.15
Minnesota	Roseau County	1018.58
Minnesota	Rock County	820.88
Minnesota	Rice County	784.71
Minnesota	Renville County	905.47
Minnesota	Redwood County	740.94
Minnesota	Red Lake County	1077.84
Minnesota	Ramsey County	1166.88
Minnesota	Pope County	744.89
Minnesota	Polk County	1707.16
Minnesota	Pipestone County	578.7
Minnesota	Pine County	1405.05
Minnesota	Pennington County	1353.12
Minnesota	Otter Tail County	890.52
Minnesota	Olmsted County	1542.71
Minnesota	Norman County	1018.61
Minnesota	Nobles County	482.18
Minnesota	Nicollet County	714.74
Minnesota	Murray County	636.77
Minnesota	Mower County	985.62
Minnesota	Morrison County	1311.88
Minnesota	Mille Lacs County	2063.21
Minnesota	Meeker County	950.89
Minnesota	McLeod County	817.31
Minnesota	Martin County	595.76
Minnesota	Marshall County	809.87
Minnesota	Mahnomen County	2075.37
Minnesota	Lyon County	750.14
Minnesota	Lincoln County	682.59
Minnesota	Le Sueur County	564.34
Minnesota	Lake of the Woods County	1549.16
Minnesota	Lake County	1687.19
Minnesota	Lac qui Parle County	604.5
Minnesota	Koochiching County	1247.01
Minnesota	Kittson County	1102.8
Minnesota	Kandiyohi County	738.28
Minnesota	Kanabec County	1372.05
Minnesota	Jackson County	483.79
Minnesota	Itasca County	1496
Minnesota	Isanti County	1409
Minnesota	Hubbard County	1172.58
Minnesota	Houston County	846.97
Minnesota	Hennepin County	766.67
Minnesota	Grant County	842.15
Minnesota	Goodhue County	871.84
Minnesota	Freeborn County	726.3
Minnesota	Fillmore County	1039.52
Minnesota	Faribault County	509.97
Minnesota	Douglas County	770.98
Minnesota	Dodge County	818.05
Minnesota	Dakota County	816.65
Minnesota	Crow Wing County	1734.9
Minnesota	Cottonwood County	589.34
Minnesota	Cook County	1267.36
Minnesota	Clearwater County	1508.39
Minnesota	Clay County	1619.73
Minnesota	Chisago County	1483.92
Minnesota	Chippewa County	750.76
Minnesota	Cass County	1655.16
Minnesota	Carver County	569.27
Minnesota	Carlton County	1853.71
Minnesota	Brown County	523.69
Minnesota	Blue Earth County	710.82
Minnesota	Big Stone County	856.24
Minnesota	Benton County	1661.78
Minnesota	Beltrami County	1853.87
Minnesota	Becker County	1201.55
Minnesota	Anoka County	1447.9
Minnesota	Aitkin County	1725.51
Mississippi	Yazoo County	925.88
Mississippi	Yalobusha County	1175.44
Mississippi	Winston County	1430.68
Mississippi	Wilkinson County	1840.26
Mississippi	Webster County	1403.46
Mississippi	Wayne County	1809.39
Mississippi	Washington County	822.57
Mississippi	Warren County	875.23
Mississippi	Walthall County	1530.53
Mississippi	Union County	987.26
Mississippi	Tunica County	1155.73
Mississippi	Tishomingo County	2766.16
Mississippi	Tippah County	825.23
Mississippi	Tate County	1427.72
Mississippi	Tallahatchie County	1045.54
Mississippi	Sunflower County	877.89
Mississippi	Stone County	2172.44
Mississippi	Smith County	1182.9
Mississippi	Simpson County	962.35
Mississippi	Sharkey County	666.76
Mississippi	Scott County	880.99
Mississippi	Rankin County	691.28
Mississippi	Quitman County	1274.74
Mississippi	Prentiss County	1315.57
Mississippi	Pontotoc County	1294.4
Mississippi	Pike County	1522.11
Mississippi	Perry County	2485.15
Mississippi	Pearl River County	1332.72
Mississippi	Panola County	1484.3
Mississippi	Oktibbeha County	745.81
Mississippi	Noxubee County	1270.81
Mississippi	Newton County	1218.02
Mississippi	Neshoba County	1289.81
Mississippi	Montgomery County	1287.45
Mississippi	Monroe County	1415.83
Mississippi	Marshall County	1265.21
Mississippi	Marion County	2104.57
Mississippi	Madison County	1496.99
Mississippi	Lowndes County	1535.39
Mississippi	Lincoln County	1798.13
Mississippi	Leflore County	1146.91
Mississippi	Lee County	1290.36
Mississippi	Leake County	1420.36
Mississippi	Lawrence County	1560.76
Mississippi	Lauderdale County	917.77
Mississippi	Lamar County	1468.53
Mississippi	Lafayette County	1107.22
Mississippi	Kemper County	1478.53
Mississippi	Jones County	1134.39
Mississippi	Jefferson Davis County	1816.1
Mississippi	Jefferson County	1150.81
Mississippi	Jasper County	1289.21
Mississippi	Jackson County	2275.12
Mississippi	Itawamba County	1706.26
Mississippi	Issaquena County	934.11
Mississippi	Humphreys County	843.58
Mississippi	Holmes County	1051.06
Mississippi	Hinds County	557.52
Mississippi	Harrison County	1443.9
Mississippi	Hancock County	1716.29
Mississippi	Grenada County	1412.94
Mississippi	Greene County	1280.71
Mississippi	George County	2071.64
Mississippi	Franklin County	1210.76
Mississippi	Forrest County	1526.67
Mississippi	DeSoto County	1537.32
Mississippi	Covington County	1454.71
Mississippi	Copiah County	1118.26
Mississippi	Coahoma County	1406.42
Mississippi	Clay County	1270.67
Mississippi	Clarke County	1767.97
Mississippi	Claiborne County	1040.62
Mississippi	Choctaw County	924.21
Mississippi	Chickasaw County	1196.37
Mississippi	Carroll County	1166.07
Mississippi	Calhoun County	1155.51
Mississippi	Bolivar County	852.44
Mississippi	Benton County	1224.39
Mississippi	Attala County	1068.48
Mississippi	Amite County	1928.17
Mississippi	Alcorn County	1796.63
Mississippi	Adams County	1115.39
Missouri	Wright County	1474.97
Missouri	Worth County	1100.39
Missouri	Webster County	2029.81
Missouri	Wayne County	2746.94
Missouri	Washington County	3926.67
Missouri	Warren County	3101.62
Missouri	Vernon County	2208.7
Missouri	Texas County	1724.48
Missouri	Taney County	2693.2
Missouri	Sullivan County	1785.14
Missouri	Stone County	2097
Missouri	Stoddard County	1845
Missouri	Shelby County	1434.55
Missouri	Shannon County	2097.36
Missouri	Scott County	1467.84
Missouri	Scotland County	1116.45
Missouri	Schuyler County	1121.12
Missouri	Saline County	1257.9
Missouri	Sainte Genevieve County	2993.49
Missouri	Saint Louis County	1197.46
Missouri	Saint Louis City	1081.68
Missouri	Saint Francois County	3639.41
Missouri	Saint Clair County	1846.49
Missouri	Saint Charles County	2114.27
Missouri	Ripley County	1941.48
Missouri	Reynolds County	2517.39
Missouri	Ray County	1641.06
Missouri	Randolph County	1356.19
Missouri	Ralls County	1524.01
Missouri	Putnam County	1229.08
Missouri	Pulaski County	1777.17
Missouri	Polk County	2542.74
Missouri	Platte County	1620.62
Missouri	Pike County	1774.43
Missouri	Phelps County	2331.22
Missouri	Pettis County	1281.86
Missouri	Perry County	1988.16
Missouri	Pemiscot County	2077.16
Missouri	Ozark County	2407.07
Missouri	Osage County	1641.3
Missouri	Oregon County	1906.43
Missouri	Nodaway County	1076.96
Missouri	Newton County	1818.08
Missouri	New Madrid County	1619.27
Missouri	Morgan County	1821.57
Missouri	Montgomery County	2384.85
Missouri	Monroe County	1459.77
Missouri	Moniteau County	1124.54
Missouri	Mississippi County	1325.53
Missouri	Miller County	1690.91
Missouri	Mercer County	1166.14
Missouri	McDonald County	2168.43
Missouri	Marion County	1566.41
Missouri	Maries County	1968.29
Missouri	Madison County	2600.25
Missouri	Macon County	1508.82
Missouri	Livingston County	2052.77
Missouri	Linn County	1543.64
Missouri	Lincoln County	2555.2
Missouri	Lewis County	1465.83
Missouri	Lawrence County	2812.07
Missouri	Lafayette County	1387.48
Missouri	Laclede County	1330.56
Missouri	Knox County	1405.05
Missouri	Johnson County	1088.53
Missouri	Jefferson County	4152.03
Missouri	Jasper County	1963.42
Missouri	Jackson County	1125.57
Missouri	Iron County	3147.59
Missouri	Howell County	2014.36
Missouri	Howard County	1414.46
Missouri	Holt County	1014
Missouri	Hickory County	2094.22
Missouri	Henry County	1526.65
Missouri	Harrison County	1465.88
Missouri	Grundy County	1433.45
Missouri	Greene County	2563.16
Missouri	Gentry County	1252.57
Missouri	Gasconade County	2450.78
Missouri	Franklin County	2891.66
Missouri	Dunklin County	2542.11
Missouri	Douglas County	2053.49
Missouri	Dent County	3521.97
Missouri	DeKalb County	1756.14
Missouri	Daviess County	1334.88
Missouri	Dallas County	1737.66
Missouri	Dade County	2454.05
Missouri	Crawford County	3129.73
Missouri	Cooper County	1288.13
Missouri	Cole County	1528.65
Missouri	Clinton County	2096.29
Missouri	Clay County	1473.86
Missouri	Clark County	1166.32
Missouri	Christian County	2189.26
Missouri	Chariton County	1457.21
Missouri	Cedar County	2089.51
Missouri	Cass County	2114.75
Missouri	Carter County	2416.77
Missouri	Carroll County	1541.83
Missouri	Cape Girardeau County	1251.04
Missouri	Camden County	1874.8
Missouri	Callaway County	2319.8
Missouri	Caldwell County	1789.88
Missouri	Butler County	2796.05
